study_accession	secondary_study_accession	sample_accession	secondary_sample_accession	experiment_accession	run_accession	submission_accession	tax_id	scientific_name	instrument_platform	instrument_model	library_name	nominal_length	library_layout	library_strategy	library_source	library_selection	read_count	base_count	center_name	first_public	last_updated	experiment_title	study_title	study_alias	experiment_alias	run_alias	fastq_bytes	fastq_md5	fastq_ftp	fastq_aspera	fastq_galaxy	submitted_bytes	submitted_md5	submitted_ftp	submitted_aspera	submitted_galaxy	submitted_format	sra_bytes	sra_md5	sra_ftp	sra_aspera	sra_galaxy	cram_index_ftp	cram_index_aspera	cram_index_galaxy	sample_alias	broker_name	sample_title	nominal_sdev	first_created
PRJNA392012	SRP110600	SAMN07280195	SRS2317875	SRX2961011	SRR5760862	SRA581706	408170	human gut metagenome	ILLUMINA	Illumina MiSeq	39		PAIRED	AMPLICON	METAGENOMIC	PCR	19548	8528662	SUB2811677	2017-11-09	2017-11-09	Illumina MiSeq sequencing; TZ_HADZA_170	Seasonal Cycling in the Gut Microbiome of the Hadza Hunter-Gatherers of Tanzania	PRJNA392012	39	TZ_HADZA_3132.fastq.gz	514582;1682233;2047090	cdd8390312870be50d7b0e44b2893850;c0775113889c9218d4e360dc9470ebb8;60ac5f4e50547c9dcc04b1e2d02f4c97	ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/002/SRR5760862/SRR5760862.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/002/SRR5760862/SRR5760862_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/002/SRR5760862/SRR5760862_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR576/002/SRR5760862/SRR5760862.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR576/002/SRR5760862/SRR5760862_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR576/002/SRR5760862/SRR5760862_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/002/SRR5760862/SRR5760862.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/002/SRR5760862/SRR5760862_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/002/SRR5760862/SRR5760862_2.fastq.gz							5324705	48391733d54ef025b6f21670032ff391	ftp.sra.ebi.ac.uk/vol1/srr/SRR576/002/SRR5760862	fasp.sra.ebi.ac.uk:/vol1/srr/SRR576/002/SRR5760862	ftp.sra.ebi.ac.uk/vol1/srr/SRR576/002/SRR5760862				TZ_HADZA_3132		3132		2017-11-09
PRJNA392012	SRP110600	SAMN07280196	SRS2317874	SRX2961010	SRR5760863	SRA581706	408170	human gut metagenome	ILLUMINA	Illumina MiSeq	40		PAIRED	AMPLICON	METAGENOMIC	PCR	35730	16798683	SUB2811677	2017-11-09	2017-11-09	Illumina MiSeq sequencing; TZ_HADZA_171	Seasonal Cycling in the Gut Microbiome of the Hadza Hunter-Gatherers of Tanzania	PRJNA392012	40	TZ_HADZA_392.fastq.gz	304317;2022274;3397170	49ae657e5b02c93a77fc39f89a907d82;165b65124a1acf92db0146b1c898b0a9;9d814d79e3681e24f9d4cc6993cd653f	ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/003/SRR5760863/SRR5760863.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/003/SRR5760863/SRR5760863_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/003/SRR5760863/SRR5760863_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR576/003/SRR5760863/SRR5760863.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR576/003/SRR5760863/SRR5760863_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR576/003/SRR5760863/SRR5760863_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/003/SRR5760863/SRR5760863.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/003/SRR5760863/SRR5760863_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/003/SRR5760863/SRR5760863_2.fastq.gz							7688473	3b37e1bab179534e0b5915fd1f563353	ftp.sra.ebi.ac.uk/vol1/srr/SRR576/003/SRR5760863	fasp.sra.ebi.ac.uk:/vol1/srr/SRR576/003/SRR5760863	ftp.sra.ebi.ac.uk/vol1/srr/SRR576/003/SRR5760863				TZ_HADZA_392		392		2017-11-09
PRJNA392012	SRP110600	SAMN07280191	SRS2317873	SRX2961009	SRR5760864	SRA581706	408170	human gut metagenome	ILLUMINA	Illumina MiSeq	35		PAIRED	AMPLICON	METAGENOMIC	PCR	30756	13383844	SUB2811677	2017-11-09	2017-11-09	Illumina MiSeq sequencing; TZ_HADZA_166	Seasonal Cycling in the Gut Microbiome of the Hadza Hunter-Gatherers of Tanzania	PRJNA392012	35	TZ_HADZA_3128.fastq.gz	822241;2647096;3212100	3d80fb061830e321e605b601c6053f4b;0335034fa9ced3834781d52e3eeaa0a3;197dc624f488d668f4e47a97db5af4aa	ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/004/SRR5760864/SRR5760864.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/004/SRR5760864/SRR5760864_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/004/SRR5760864/SRR5760864_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR576/004/SRR5760864/SRR5760864.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR576/004/SRR5760864/SRR5760864_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR576/004/SRR5760864/SRR5760864_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/004/SRR5760864/SRR5760864.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/004/SRR5760864/SRR5760864_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/004/SRR5760864/SRR5760864_2.fastq.gz							8379429	dc5392ead4c4ac1b459d9c5a9ad82a1e	ftp.sra.ebi.ac.uk/vol1/srr/SRR576/004/SRR5760864	fasp.sra.ebi.ac.uk:/vol1/srr/SRR576/004/SRR5760864	ftp.sra.ebi.ac.uk/vol1/srr/SRR576/004/SRR5760864				TZ_HADZA_3128		3128		2017-11-09
PRJNA392012	SRP110600	SAMN07280192	SRS2317872	SRX2961008	SRR5760865	SRA581706	408170	human gut metagenome	ILLUMINA	Illumina MiSeq	36		PAIRED	AMPLICON	METAGENOMIC	PCR	23280	9903264	SUB2811677	2017-11-09	2017-11-09	Illumina MiSeq sequencing; TZ_HADZA_167	Seasonal Cycling in the Gut Microbiome of the Hadza Hunter-Gatherers of Tanzania	PRJNA392012	36	TZ_HADZA_3129.fastq.gz	739792;1929015;2407004	a5e7bf883a20d436ab6be180d11c75ef;f23e89c6ee9b5c9f409ec50cd820e310;7a98fa29c623b33ee1c2f2defaa3277a	ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/005/SRR5760865/SRR5760865.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/005/SRR5760865/SRR5760865_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/005/SRR5760865/SRR5760865_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR576/005/SRR5760865/SRR5760865.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR576/005/SRR5760865/SRR5760865_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR576/005/SRR5760865/SRR5760865_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/005/SRR5760865/SRR5760865.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/005/SRR5760865/SRR5760865_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/005/SRR5760865/SRR5760865_2.fastq.gz							6195822	24c03ff7263fa86a321f3fe7fd800852	ftp.sra.ebi.ac.uk/vol1/srr/SRR576/005/SRR5760865	fasp.sra.ebi.ac.uk:/vol1/srr/SRR576/005/SRR5760865	ftp.sra.ebi.ac.uk/vol1/srr/SRR576/005/SRR5760865				TZ_HADZA_3129		3129		2017-11-09
PRJNA392012	SRP110600	SAMN07280193	SRS2317871	SRX2961007	SRR5760866	SRA581706	408170	human gut metagenome	ILLUMINA	Illumina MiSeq	37		PAIRED	AMPLICON	METAGENOMIC	PCR	25970	12244785	SUB2811677	2017-11-09	2017-11-09	Illumina MiSeq sequencing; TZ_HADZA_168	Seasonal Cycling in the Gut Microbiome of the Hadza Hunter-Gatherers of Tanzania	PRJNA392012	37	TZ_HADZA_172.fastq.gz	197507;1409945;2459859	af1d0b876b8bca8c52243df43f08be91;531b516e426dab25502ec4368ee95705;5829f6f28baeb504fa12c77668fa644b	ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/006/SRR5760866/SRR5760866.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/006/SRR5760866/SRR5760866_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/006/SRR5760866/SRR5760866_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR576/006/SRR5760866/SRR5760866.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR576/006/SRR5760866/SRR5760866_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR576/006/SRR5760866/SRR5760866_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/006/SRR5760866/SRR5760866.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/006/SRR5760866/SRR5760866_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/006/SRR5760866/SRR5760866_2.fastq.gz							5609078	899d1a96dd50134b9fe78389a3caa7ab	ftp.sra.ebi.ac.uk/vol1/srr/SRR576/006/SRR5760866	fasp.sra.ebi.ac.uk:/vol1/srr/SRR576/006/SRR5760866	ftp.sra.ebi.ac.uk/vol1/srr/SRR576/006/SRR5760866				TZ_HADZA_172		172		2017-11-09
PRJNA392012	SRP110600	SAMN07280194	SRS2317870	SRX2961006	SRR5760867	SRA581706	408170	human gut metagenome	ILLUMINA	Illumina MiSeq	38		PAIRED	AMPLICON	METAGENOMIC	PCR	26786	11744624	SUB2811677	2017-11-09	2017-11-09	Illumina MiSeq sequencing; TZ_HADZA_169	Seasonal Cycling in the Gut Microbiome of the Hadza Hunter-Gatherers of Tanzania	PRJNA392012	38	TZ_HADZA_3131.fastq.gz	687840;2462393;2955650	a33a44b343c4bf6082061fe52facba91;686def9f380110d0e0ae64d0fd7153d6;ff1ee38e6bec619fe795584539f2d00d	ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/007/SRR5760867/SRR5760867.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/007/SRR5760867/SRR5760867_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/007/SRR5760867/SRR5760867_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR576/007/SRR5760867/SRR5760867.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR576/007/SRR5760867/SRR5760867_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR576/007/SRR5760867/SRR5760867_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/007/SRR5760867/SRR5760867.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/007/SRR5760867/SRR5760867_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/007/SRR5760867/SRR5760867_2.fastq.gz							7334348	7421ffe677fb01a9b48c7b4ae9a9f67b	ftp.sra.ebi.ac.uk/vol1/srr/SRR576/007/SRR5760867	fasp.sra.ebi.ac.uk:/vol1/srr/SRR576/007/SRR5760867	ftp.sra.ebi.ac.uk/vol1/srr/SRR576/007/SRR5760867				TZ_HADZA_3131		3131		2017-11-09
PRJNA392012	SRP110600	SAMN07280187	SRS2317869	SRX2961005	SRR5760868	SRA581706	408170	human gut metagenome	ILLUMINA	Illumina MiSeq	31		PAIRED	AMPLICON	METAGENOMIC	PCR	24745	10665979	SUB2811677	2017-11-09	2017-11-09	Illumina MiSeq sequencing; TZ_HADZA_162	Seasonal Cycling in the Gut Microbiome of the Hadza Hunter-Gatherers of Tanzania	PRJNA392012	31	TZ_HADZA_3123.fastq.gz	706456;1999084;2557812	5b99eb09054056a6aadf0fd5f36f3345;6b6cc4ce103041ae6fdbb07da840e2ba;8c677523bde2f6f74daf3cd48bf93d37	ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/008/SRR5760868/SRR5760868.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/008/SRR5760868/SRR5760868_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/008/SRR5760868/SRR5760868_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR576/008/SRR5760868/SRR5760868.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR576/008/SRR5760868/SRR5760868_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR576/008/SRR5760868/SRR5760868_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/008/SRR5760868/SRR5760868.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/008/SRR5760868/SRR5760868_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/008/SRR5760868/SRR5760868_2.fastq.gz							6592552	1ae9246963565d2390e8347ce229143a	ftp.sra.ebi.ac.uk/vol1/srr/SRR576/008/SRR5760868	fasp.sra.ebi.ac.uk:/vol1/srr/SRR576/008/SRR5760868	ftp.sra.ebi.ac.uk/vol1/srr/SRR576/008/SRR5760868				TZ_HADZA_3123		3123		2017-11-09
PRJNA392012	SRP110600	SAMN07280188	SRS2317868	SRX2961004	SRR5760869	SRA581706	408170	human gut metagenome	ILLUMINA	Illumina MiSeq	32		PAIRED	AMPLICON	METAGENOMIC	PCR	25646	10844398	SUB2811677	2017-11-09	2017-11-09	Illumina MiSeq sequencing; TZ_HADZA_163	Seasonal Cycling in the Gut Microbiome of the Hadza Hunter-Gatherers of Tanzania	PRJNA392012	32	TZ_HADZA_3124.fastq.gz	818179;2013662;2607735	53f4fbf4742a1e3902b4521433fb18d4;4159901f82f8525ea6216708803736a2;1414e9e2a1fa93b83d290020802bbd3e	ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/009/SRR5760869/SRR5760869.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/009/SRR5760869/SRR5760869_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/009/SRR5760869/SRR5760869_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR576/009/SRR5760869/SRR5760869.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR576/009/SRR5760869/SRR5760869_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR576/009/SRR5760869/SRR5760869_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/009/SRR5760869/SRR5760869.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/009/SRR5760869/SRR5760869_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/009/SRR5760869/SRR5760869_2.fastq.gz							6752473	d32404bde519f728540bf573d87620ba	ftp.sra.ebi.ac.uk/vol1/srr/SRR576/009/SRR5760869	fasp.sra.ebi.ac.uk:/vol1/srr/SRR576/009/SRR5760869	ftp.sra.ebi.ac.uk/vol1/srr/SRR576/009/SRR5760869				TZ_HADZA_3124		3124		2017-11-09
PRJNA392012	SRP110600	SAMN07280189	SRS2317867	SRX2961003	SRR5760870	SRA581706	408170	human gut metagenome	ILLUMINA	Illumina MiSeq	33		PAIRED	AMPLICON	METAGENOMIC	PCR	36238	17168218	SUB2811677	2017-11-09	2017-11-09	Illumina MiSeq sequencing; TZ_HADZA_164	Seasonal Cycling in the Gut Microbiome of the Hadza Hunter-Gatherers of Tanzania	PRJNA392012	33	TZ_HADZA_436.fastq.gz	239522;1865316;3354931	05439be4125012be70e93eb8772ba692;711b98dce589f6b211213ace6b0681a6;e96edb275d1f157c57d51e3a3a7e0a82	ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/000/SRR5760870/SRR5760870.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/000/SRR5760870/SRR5760870_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/000/SRR5760870/SRR5760870_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR576/000/SRR5760870/SRR5760870.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR576/000/SRR5760870/SRR5760870_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR576/000/SRR5760870/SRR5760870_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/000/SRR5760870/SRR5760870.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/000/SRR5760870/SRR5760870_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/000/SRR5760870/SRR5760870_2.fastq.gz							7798797	9995ce9815804d9398fca47bee802ac7	ftp.sra.ebi.ac.uk/vol1/srr/SRR576/000/SRR5760870	fasp.sra.ebi.ac.uk:/vol1/srr/SRR576/000/SRR5760870	ftp.sra.ebi.ac.uk/vol1/srr/SRR576/000/SRR5760870				TZ_HADZA_436		436		2017-11-09
PRJNA392012	SRP110600	SAMN07280190	SRS2317866	SRX2961002	SRR5760871	SRA581706	408170	human gut metagenome	ILLUMINA	Illumina MiSeq	34		PAIRED	AMPLICON	METAGENOMIC	PCR	28251	12052185	SUB2811677	2017-11-09	2017-11-09	Illumina MiSeq sequencing; TZ_HADZA_165	Seasonal Cycling in the Gut Microbiome of the Hadza Hunter-Gatherers of Tanzania	PRJNA392012	34	TZ_HADZA_3126.fastq.gz	863385;2318758;2902223	fd11a5b23755adfe6ed8ebd79c87e7b2;d8cf716fc0c97e684f868a43d3bc1fbd;8064084873d0c63376702c8d77c26043	ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/001/SRR5760871/SRR5760871.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/001/SRR5760871/SRR5760871_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/001/SRR5760871/SRR5760871_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR576/001/SRR5760871/SRR5760871.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR576/001/SRR5760871/SRR5760871_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR576/001/SRR5760871/SRR5760871_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/001/SRR5760871/SRR5760871.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/001/SRR5760871/SRR5760871_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/001/SRR5760871/SRR5760871_2.fastq.gz							7561262	ba854f790e46ec8c985f9e46ea9e07c3	ftp.sra.ebi.ac.uk/vol1/srr/SRR576/001/SRR5760871	fasp.sra.ebi.ac.uk:/vol1/srr/SRR576/001/SRR5760871	ftp.sra.ebi.ac.uk/vol1/srr/SRR576/001/SRR5760871				TZ_HADZA_3126		3126		2017-11-09
PRJNA392012	SRP110600	SAMN07280247	SRS2317864	SRX2961001	SRR5760872	SRA581706	408170	human gut metagenome	ILLUMINA	Illumina MiSeq	91		PAIRED	AMPLICON	METAGENOMIC	PCR	17765	8432122	SUB2811677	2017-11-09	2017-11-09	Illumina MiSeq sequencing; TZ_HADZA_222	Seasonal Cycling in the Gut Microbiome of the Hadza Hunter-Gatherers of Tanzania	PRJNA392012	91	TZ_HADZA_229.fastq.gz	118048;909038;1614650	9dfa0899d9bdf2f7a565f5831f8fbb7b;aa97722c75009376bc4f3471f864d0ce;eabb1c978eac8ecd7bcf48d44ad657ca	ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/002/SRR5760872/SRR5760872.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/002/SRR5760872/SRR5760872_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/002/SRR5760872/SRR5760872_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR576/002/SRR5760872/SRR5760872.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR576/002/SRR5760872/SRR5760872_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR576/002/SRR5760872/SRR5760872_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/002/SRR5760872/SRR5760872.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/002/SRR5760872/SRR5760872_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/002/SRR5760872/SRR5760872_2.fastq.gz							3847442	0ad90c4d5652a0391e8652db53abff41	ftp.sra.ebi.ac.uk/vol1/srr/SRR576/002/SRR5760872	fasp.sra.ebi.ac.uk:/vol1/srr/SRR576/002/SRR5760872	ftp.sra.ebi.ac.uk/vol1/srr/SRR576/002/SRR5760872				TZ_HADZA_229		229		2017-11-09
PRJNA392012	SRP110600	SAMN07280248	SRS2317865	SRX2961000	SRR5760873	SRA581706	408170	human gut metagenome	ILLUMINA	Illumina MiSeq	92		PAIRED	AMPLICON	METAGENOMIC	PCR	30785	14443702	SUB2811677	2017-11-09	2017-11-09	Illumina MiSeq sequencing; TZ_HADZA_223	Seasonal Cycling in the Gut Microbiome of the Hadza Hunter-Gatherers of Tanzania	PRJNA392012	92	TZ_HADZA_230.fastq.gz	281269;1882404;3102716	eb2333f63339eb247adf0c1bb167f5e3;073b2280025aeacf76ce07336e0263f3;d4c80b910e3166605843bd619ea85455	ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/003/SRR5760873/SRR5760873.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/003/SRR5760873/SRR5760873_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/003/SRR5760873/SRR5760873_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR576/003/SRR5760873/SRR5760873.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR576/003/SRR5760873/SRR5760873_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR576/003/SRR5760873/SRR5760873_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/003/SRR5760873/SRR5760873.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/003/SRR5760873/SRR5760873_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/003/SRR5760873/SRR5760873_2.fastq.gz							6672968	53db18022831f0b095ec49a549a75fe7	ftp.sra.ebi.ac.uk/vol1/srr/SRR576/003/SRR5760873	fasp.sra.ebi.ac.uk:/vol1/srr/SRR576/003/SRR5760873	ftp.sra.ebi.ac.uk/vol1/srr/SRR576/003/SRR5760873				TZ_HADZA_230		230		2017-11-09
PRJNA392012	SRP110600	SAMN07280430	SRS2317863	SRX2960999	SRR5760874	SRA581706	408170	human gut metagenome	ILLUMINA	Illumina MiSeq	274		PAIRED	AMPLICON	METAGENOMIC	PCR	18074	7881390	SUB2811677	2017-11-09	2017-11-09	Illumina MiSeq sequencing; TZ_HADZA_405	Seasonal Cycling in the Gut Microbiome of the Hadza Hunter-Gatherers of Tanzania	PRJNA392012	274	TZ_HADZA_883.fastq.gz	428628;1370363;1781420	3ab95bec4720ee871ec883a53bfe3137;c44c816893cd675e49cb0345804e9154;3791aff03aa03383991b85bb56a57e69	ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/004/SRR5760874/SRR5760874.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/004/SRR5760874/SRR5760874_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/004/SRR5760874/SRR5760874_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR576/004/SRR5760874/SRR5760874.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR576/004/SRR5760874/SRR5760874_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR576/004/SRR5760874/SRR5760874_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/004/SRR5760874/SRR5760874.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/004/SRR5760874/SRR5760874_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/004/SRR5760874/SRR5760874_2.fastq.gz							4662399	ef881d0e8d1b1ceaa52cec3573b98827	ftp.sra.ebi.ac.uk/vol1/srr/SRR576/004/SRR5760874	fasp.sra.ebi.ac.uk:/vol1/srr/SRR576/004/SRR5760874	ftp.sra.ebi.ac.uk/vol1/srr/SRR576/004/SRR5760874				TZ_HADZA_883		883		2017-11-09
PRJNA392012	SRP110600	SAMN07280429	SRS2317862	SRX2960998	SRR5760875	SRA581706	408170	human gut metagenome	ILLUMINA	Illumina MiSeq	273		PAIRED	AMPLICON	METAGENOMIC	PCR	21227	9236854	SUB2811677	2017-11-09	2017-11-09	Illumina MiSeq sequencing; TZ_HADZA_404	Seasonal Cycling in the Gut Microbiome of the Hadza Hunter-Gatherers of Tanzania	PRJNA392012	273	TZ_HADZA_882.fastq.gz	502976;1570044;2079701	ec97c46e5e87b4a18e6b6cf75f416dde;0e7fe37aa3bdd20f9d429e3f1a5a1c61;fe3eb28911f77df605eb930785835a2b	ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/005/SRR5760875/SRR5760875.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/005/SRR5760875/SRR5760875_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/005/SRR5760875/SRR5760875_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR576/005/SRR5760875/SRR5760875.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR576/005/SRR5760875/SRR5760875_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR576/005/SRR5760875/SRR5760875_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/005/SRR5760875/SRR5760875.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/005/SRR5760875/SRR5760875_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR576/005/SRR5760875/SRR5760875_2.fastq.gz							5461530	35b99313df2ce831b6e7c29064ddb86f	ftp.sra.ebi.ac.uk/vol1/srr/SRR576/005/SRR5760875	fasp.sra.ebi.ac.uk:/vol1/srr/SRR576/005/SRR5760875	ftp.sra.ebi.ac.uk/vol1/srr/SRR576/005/SRR5760875				TZ_HADZA_882		882		2017-11-09
